user,diff
35973,"[97921, 780, 1663, 3095]"
35977,"[1, 7361, 34405, 33679]"
35981,"[1242, 4306, 44, 1198]"
35983,"[6377, 97306, 1485, 1391]"
35984,"[1641, 3481, 7147, 265]"
35985,"[91630, 89745, 111362, 2710]"
35988,"[63131, 35836, 2005, 67087]"
35993,"[1176, 4225, 778, 1262]"
35997,"[344, 2115, 1974, 59615]"
36003,"[2178, 82459, 26349, 1198]"
36006,"[356, 63082, 1266, 2951]"
36007,"[2961, 88140, 3247, 3159]"
36008,"[3176, 1057, 39435, 527]"
36013,"[7502, 260, 253, 71462]"
36022,"[1200, 1961, 3578, 1197]"
36023,"[59315, 59995, 1196, 26133]"
36026,"[79008, 34162, 6188, 79132]"
36036,"[80862, 63876, 72741, 8366]"
36038,"[608, 6242, 2115, 55820]"
36039,"[4641, 1, 1209, 527]"
36041,"[4223, 6281, 1729, 47]"
36045,"[480, 7346, 4148, 68269]"
36048,"[54001, 60684, 8966, 51255]"
36051,"[1345, 7259, 2421, 56757]"
36052,"[2872, 71057, 1378, 3300]"
36059,"[1584, 6659, 7236, 899]"
36062,"[1080, 2858, 2692, 2926]"
36067,"[6281, 1203, 356, 2231]"
36072,"[7017, 370, 4901, 4085]"
36082,"[8665, 44195, 36517, 33166]"
36085,"[97921, 33166, 4989, 71518]"
36086,"[33794, 595, 55814, 2959]"
36093,"[34542, 3793, 36, 678]"
36094,"[52281, 5618, 5995, 40732]"
36095,"[593, 8961, 49530, 64969]"
36097,"[293, 1307, 3101, 2019]"
36098,"[49272, 7153, 5459, 1645]"
36099,"[96488, 10, 2005, 88125]"
36107,"[8656, 3196, 4278, 1199]"
36110,"[6592, 8753, 4117, 4999]"
36125,"[1, 2114, 1380, 31685]"
36126,"[940, 45499, 1580, 110]"
36127,"[1897, 45499, 7153, 4263]"
36128,"[8633, 1485, 52462, 112183]"
36137,"[3298, 55444, 1589, 5293]"
36147,"[318, 2858, 1136, 38038]"
36151,"[2248, 193, 2804, 3317]"
36154,"[5617, 4306, 508, 3578]"
36161,"[2858, 3435, 30749, 6982]"
36166,"[2529, 71131, 1221, 5989]"
36176,"[6002, 3115, 58806, 60950]"
36178,"[1097, 104841, 106918, 4878]"
36190,"[4226, 163, 6934, 54503]"
36201,"[34072, 49524, 27821, 1231]"
36204,"[952, 1962, 4916, 4799]"
36205,"[78499, 1389, 2726, 4878]"
36209,"[86345, 86347, 2396, 55820]"
36215,"[1089, 63082, 48780, 253]"
36220,"[6440, 8873, 1682, 60069]"
36221,"[1953, 104913, 52973, 106782]"
36224,"[4681, 3578, 1619, 2407]"
36229,"[59016, 8665, 2115, 59315]"
36234,"[1387, 2571, 68073, 81591]"
36236,"[778, 40819, 380, 500]"
36239,"[376, 32291, 1244, 2973]"
36241,"[59126, 69122, 78469, 1214]"
36248,"[1200, 2762, 79132, 2028]"
36250,"[3552, 48516, 1028, 3448]"
36255,"[1136, 4993, 1200, 8958]"
36261,"[49272, 44665, 59387, 50068]"
36266,"[2329, 6711, 2997, 1079]"
36270,"[475, 55820, 2539, 39183]"
36276,"[4776, 1961, 1954, 6333]"
36278,"[1136, 3267, 5214, 327]"
36281,"[1967, 74541, 718, 1215]"
36286,"[1270, 5445, 150, 527]"
36288,"[480, 4022, 909, 910]"
36291,"[56152, 27879, 380, 39183]"
36293,"[5008, 1204, 7096, 750]"
36298,"[1961, 7147, 2692, 508]"
36302,"[2424, 105, 30825, 60126]"
36304,"[4226, 1645, 8638, 175]"
36306,"[4993, 33794, 1258, 858]"
36308,"[86882, 3683, 109374, 82463]"
36310,"[3996, 1682, 3252, 3863]"
36312,"[5945, 7099, 69844, 1253]"
36319,"[608, 1923, 48516, 79132]"
36320,"[8360, 2746, 778, 1950]"
36322,"[8360, 1961, 63082, 99114]"
36329,"[1296, 2355, 42004, 4661]"
36334,"[30793, 89745, 7669, 51662]"
36337,"[36529, 3147, 92535, 1079]"
36339,"[47200, 6377, 68205, 597]"
36341,"[48516, 34, 2716, 2997]"
36347,"[1208, 54001, 78499, 60069]"
36349,"[16, 6787, 1203, 48780]"
36362,"[69526, 112804, 8957, 4238]"
36365,"[153, 4306, 35836, 7143]"
36366,"[1584, 76093, 59501, 64983]"
36372,"[3408, 474, 6333, 8622]"
36379,"[8917, 1721, 74789, 72998]"
36382,"[45722, 53125, 1246, 2959]"
36384,"[50872, 2502, 1917, 33166]"
36391,"[88129, 3178, 2321, 97938]"
36393,"[3088, 55553, 1884, 8910]"
36394,"[109850, 103042, 2555, 106002]"
36400,"[84152, 6870, 6214, 106487]"
36403,"[33162, 778, 5620, 6565]"
36405,"[54272, 55820, 912, 111]"
36408,"[1080, 5570, 42632, 4437]"
36409,"[296, 46723, 55814, 58559]"
36410,"[1617, 5995, 68157, 910]"
36411,"[69481, 4033, 7502, 64983]"
36418,"[52952, 1884, 2797, 4239]"
36427,"[288, 2139, 8973, 34437]"
36428,"[1136, 2872, 1275, 2692]"
36430,"[27904, 4370, 6979, 1320]"
36432,"[5954, 5339, 5292, 40278]"
36433,"[6016, 5225, 44694, 8199]"
36442,"[50872, 1201, 48394, 3629]"
36450,"[1082, 2779, 2150, 52975]"
36454,"[67255, 1997, 3581, 52319]"
36461,"[592, 1721, 2628, 1485]"
36472,"[3448, 37729, 5810, 4014]"
36474,"[1968, 3897, 60684, 3421]"
36477,"[1240, 3328, 2442, 5791]"
36481,"[57464, 5673, 8874, 86781]"
36482,"[616, 4489, 466, 79274]"
36484,"[552, 785, 3268, 1206]"
36486,"[4322, 1259, 2858, 1221]"
36500,"[356, 5377, 778, 1196]"
36505,"[2010, 47099, 58301, 79006]"
36506,"[31420, 38061, 33166, 8950]"
36507,"[1704, 1249, 54995, 62336]"
36510,"[1544, 60074, 75805, 2605]"
36519,"[3512, 74508, 4014, 3536]"
36522,"[4016, 40819, 2918, 44199]"
36526,"[119145, 48780, 116797, 2287]"
36527,"[6016, 30749, 44694, 67255]"
36528,"[6322, 7451, 1885, 5069]"
36530,"[26865, 474, 5171, 31923]"
36538,"[1380, 2699, 1580, 1214]"
36544,"[380, 4321, 1148, 745]"
36552,"[7361, 1394, 588, 527]"
36554,"[79091, 69844, 2134, 1687]"
36555,"[2232, 1280, 8125, 2313]"
36561,"[4720, 8874, 3499, 364]"
36564,"[3948, 50, 61132, 4061]"
36566,"[1320, 4865, 163, 7007]"
36574,"[2840, 6857, 1690, 3000]"
36576,"[3247, 1371, 26662, 5927]"
36578,"[6502, 46850, 8638, 4902]"
36579,"[1304, 49530, 1333, 3101]"
36581,"[68954, 2571, 2324, 318]"
36585,"[1617, 33162, 50, 1260]"
36594,"[56169, 68659, 56801, 48774]"
36603,"[7090, 5914, 4235, 8638]"
36604,"[4306, 5971, 2716, 6333]"
36606,"[47952, 66171, 93363, 67734]"
36608,"[7153, 2571, 36517, 6383]"
36609,"[2176, 1291, 1148, 904]"
36612,"[1270, 110, 1028, 2006]"
36613,"[61705, 5418, 64497, 41569]"
36617,"[4816, 593, 3077, 49278]"
36624,"[1704, 3147, 1246, 2686]"
36626,"[5952, 7265, 5667, 6953]"
36628,"[61160, 1256, 6332, 1197]"
36632,"[2916, 442, 316, 173]"
36641,"[1212, 7587, 588, 4027]"
36644,"[5072, 5945, 1931, 5293]"
36645,"[1304, 76093, 3438, 95311]"
36652,"[46850, 4011, 3916, 40583]"
36659,"[32, 356, 3949, 110]"
36662,"[5618, 1682, 59315, 79132]"
36668,"[4448, 80489, 555, 910]"
36670,"[68954, 4235, 7293, 4299]"
36671,"[8370, 1274, 1653, 5903]"
36677,"[89745, 33794, 349, 1302]"
36681,"[520, 58998, 6942, 919]"
36684,"[50872, 2082, 52435, 1370]"
36686,"[440, 2797, 5478, 6959]"
36687,"[3160, 4380, 8622, 4878]"
36694,"[318, 7254, 4226, 4878]"
36701,"[1953, 1234, 27773, 1262]"
36707,"[46976, 1219, 2000, 47]"
36709,"[593, 34405, 589, 6333]"
36712,"[33660, 4973, 1894, 58559]"
36713,"[1441, 1721, 1196, 2005]"
36716,"[4848, 1201, 910, 2542]"
36721,"[337, 1617, 2729, 4958]"
36724,"[80864, 73881, 61236, 3949]"
36725,"[117176, 30793, 96811, 116161]"
36727,"[1258, 4963, 49278, 8131]"
36730,"[3681, 58351, 1333, 4639]"
36737,"[56145, 1407, 74685, 1255]"
36745,"[8636, 38886, 45950, 39183]"
36751,"[1291, 293, 1198, 58559]"
36752,"[2278, 2324, 110, 8950]"
36761,"[4963, 1132, 2677, 454]"
36762,"[3088, 2202, 931, 7502]"
36765,"[6264, 68945, 1757, 42632]"
36769,"[441, 377, 7502, 527]"
36776,"[904, 353, 8951, 1111]"
36778,"[31658, 5971, 1196, 1199]"
36786,"[4344, 1690, 1747, 165]"
36790,"[54272, 48780, 54286, 40815]"
36793,"[50872, 4306, 62, 6942]"
36799,"[48394, 1206, 6350, 26662]"
36802,"[33672, 3793, 34323, 33679]"
36806,"[89864, 73321, 88810, 741]"
36807,"[2406, 1357, 5222, 5991]"
36823,"[45720, 8961, 1380, 4886]"
36825,"[1093, 3869, 2302, 431]"
36833,"[2000, 1962, 3068, 1958]"
36835,"[2762, 7323, 70286, 44199]"
36837,"[5991, 4306, 7254, 6942]"
36840,"[7147, 1380, 5693, 3471]"
36841,"[2080, 7075, 3916, 2565]"
36842,"[2728, 2081, 1673, 1304]"
36846,"[88744, 104841, 1580, 81845]"
36847,"[2025, 50, 7254, 2959]"
36854,"[2968, 6874, 2858, 527]"
36858,"[63992, 46723, 1203, 48774]"
36862,"[2657, 1921, 1653, 1214]"
36866,"[5218, 48043, 165, 48774]"
36869,"[103027, 99149, 8542, 47099]"
36879,"[71520, 1193, 71838, 223]"
36880,"[235, 34405, 4734, 27871]"
36884,"[1201, 5218, 32657, 3521]"
36885,"[1376, 3481, 1370, 260]"
36886,"[49272, 1673, 69122, 7438]"
36908,"[1961, 2858, 2985, 3702]"
36910,"[2115, 260, 2565, 2918]"
36911,"[81834, 1148, 3198, 94959]"
36920,"[6385, 78499, 2020, 8949]"
36925,"[2712, 4034, 2706, 1079]"
36930,"[2579, 4993, 1625, 2571]"
36931,"[608, 48516, 31410, 47200]"
36932,"[45447, 780, 2005, 5991]"
36936,"[4993, 2716, 597, 367]"
36938,"[5146, 2107, 56171, 55999]"
36941,"[3152, 1210, 4914, 3006]"
36946,"[2858, 1101, 68157, 5782]"
36947,"[3977, 1204, 65261, 2406]"
36948,"[5120, 4969, 923, 1269]"
36951,"[1201, 2579, 55276, 1302]"
36962,"[1089, 2115, 6188, 26614]"
36963,"[99114, 96079, 2478, 82167]"
36965,"[4720, 3317, 4874, 1653]"
36973,"[6502, 33794, 53996, 96610]"
36975,"[5225, 48780, 68157, 4262]"
36994,"[1464, 6874, 6708, 3703]"
36995,"[1777, 48516, 2502, 4326]"
37005,"[2366, 33834, 1387, 34150]"
37008,"[912, 1801, 8910, 1271]"
37016,"[6440, 8622, 5669, 7438]"
37020,"[46578, 2929, 31410, 36276]"
37022,"[3994, 8939, 6365, 6934]"
37024,"[6016, 45722, 1196, 1917]"
37026,"[1608, 41571, 112556, 71108]"
37028,"[1485, 71156, 79132, 2797]"
37029,"[31410, 1994, 4226, 1732]"
37034,"[6016, 102903, 102686, 67295]"
37041,"[6713, 27731, 48780, 2262]"
37042,"[3624, 3827, 1350, 7147]"
37047,"[4306, 4995, 38388, 54286]"
37051,"[73000, 106487, 118696, 45431]"
37053,"[91529, 5418, 97923, 5463]"
37057,"[5464, 2858, 2571, 3994]"
37062,"[216, 8874, 318, 2000]"
37069,"[36401, 3396, 3897, 69951]"
37072,"[101864, 97923, 81845, 71135]"
37074,"[4848, 2329, 2541, 6863]"
37075,"[8784, 69122, 60948, 65230]"
37077,"[3176, 1090, 5379, 5445]"
37078,"[953, 11, 1396, 6887]"
37083,"[70728, 913, 65642, 89759]"
37087,"[5225, 356, 72998, 367]"
37095,"[1673, 5266, 6873, 293]"
37103,"[4878, 1213, 1206, 8950]"
37110,"[2232, 5481, 58295, 54503]"
37120,"[2145, 593, 56339, 64839]"
37126,"[1961, 56563, 1357, 38061]"
37127,"[7361, 7179, 46723, 36517]"
37136,"[5254, 71108, 163, 77854]"
37141,"[33880, 1252, 661, 39183]"
37145,"[109848, 1234, 78218, 103980]"
37153,"[1682, 2571, 79132, 72998]"
37157,"[78209, 4499, 91500, 106487]"
37160,"[1371, 3852, 2502, 8783]"
37161,"[96610, 33794, 1278, 111759]"
37171,"[1270, 64957, 6502, 47]"
37172,"[4993, 8636, 1246, 590]"
37176,"[8528, 48780, 48516, 54286]"
37179,"[44191, 194, 55820, 27727]"
37188,"[49272, 50, 3147, 51935]"
37192,"[1088, 329, 588, 4047]"
37198,"[7361, 59315, 110, 2542]"
37200,"[50794, 7367, 1212, 8879]"
37201,"[1968, 1266, 3499, 3911]"
37203,"[4744, 50, 42723, 1221]"
37206,"[1200, 1953, 33794, 2959]"
37217,"[85414, 91500, 74510, 40583]"
37219,"[34048, 4995, 1036, 527]"
37221,"[50872, 480, 88810, 926]"
37224,"[59018, 3578, 4022, 4823]"
37231,"[55577, 48394, 2571, 60069]"
37241,"[1722, 1210, 55765, 3255]"
37242,"[2633, 1275, 3444, 6893]"
37247,"[1265, 2692, 1197, 2918]"
37248,"[3475, 3006, 8989, 3469]"
37249,"[48394, 4308, 6645, 6807]"
37250,"[33072, 588, 25927, 111]"
37251,"[36529, 1203, 48516, 3998]"
37253,"[97306, 53996, 36509, 71135]"
37255,"[1994, 6188, 6773, 44191]"
37262,"[3793, 1257, 6333, 7022]"
37264,"[117176, 115617, 106916, 60756]"
37266,"[7063, 2706, 7323, 6863]"
37267,"[3256, 3020, 3101, 1271]"
37278,"[648, 50, 2605, 38061]"
37282,"[2064, 8937, 8907, 3508]"
37283,"[1219, 5445, 1333, 71535]"
37285,"[904, 25, 2739, 141]"
37287,"[480, 6373, 3005, 1231]"
37294,"[6016, 53972, 91630, 90439]"
37298,"[1961, 31410, 7153, 1270]"
37317,"[8330, 26812, 63853, 38038]"
37318,"[1721, 6874, 1219, 1573]"
37319,"[5952, 474, 5444, 527]"
37323,"[7256, 7090, 5349, 54286]"
37333,"[34048, 34338, 25891, 34271]"
37334,"[106920, 44665, 44929, 6377]"
37336,"[2720, 1210, 2087, 919]"
37339,"[47200, 69122, 5379, 6750]"
37347,"[3409, 2019, 3861, 6934]"
37352,"[42, 2012, 4262, 60950]"
37354,"[44191, 1376, 3470, 5039]"
37355,"[47997, 90866, 7147, 5445]"
37357,"[4161, 4963, 2028, 318]"
37358,"[78105, 48394, 106438, 98154]"
37360,"[318, 380, 41997, 38038]"
37364,"[8512, 1073, 898, 44191]"
37366,"[4239, 223, 110, 67087]"
37371,"[26560, 4148, 4056, 215]"
37372,"[3977, 5218, 80489, 54503]"
37377,"[8961, 905, 6333, 26479]"
37381,"[6365, 899, 589, 45499]"
37384,"[5952, 3556, 1261, 2231]"
37385,"[2640, 81834, 91630, 3623]"
37386,"[1617, 586, 4306, 55118]"
37387,"[2161, 17, 4857, 2671]"
37394,"[296, 4993, 1270, 1079]"
37405,"[1304, 7153, 27156, 51277]"
37425,"[1289, 89745, 91542, 1222]"
37426,"[5954, 83219, 48738, 52319]"
37436,"[6893, 8907, 1333, 6063]"
37443,"[48043, 4874, 68157, 30749]"
37444,"[47999, 2716, 5669, 2628]"
37452,"[6874, 34405, 5445, 58103]"
37464,"[8970, 72011, 39292, 64957]"
37468,"[69122, 1221, 1198, 2791]"
37469,"[8254, 5618, 44694, 3462]"
37472,"[1080, 54785, 8906, 111759]"
37474,"[2918, 27731, 65261, 26662]"
37484,"[32, 1217, 2028, 2022]"
37489,"[59784, 457, 480, 51255]"
37491,"[4306, 1061, 318, 919]"
37494,"[69481, 1625, 55276, 78349]"
37497,"[53121, 3394, 4011, 32031]"
37501,"[1089, 7458, 589, 40629]"
37506,"[27373, 3578, 1101, 1590]"
37507,"[4008, 1653, 60069, 44191]"
37508,"[1608, 113378, 81229, 100302]"
37523,"[3705, 1466, 7153, 4886]"
37525,"[55872, 54881, 8636, 318]"
37526,"[520, 1608, 3504, 2871]"
37530,"[6874, 59018, 55820, 88140]"
37535,"[2858, 7147, 60684, 1258]"
37537,"[4896, 1089, 7090, 733]"
37540,"[2139, 4963, 48043, 1223]"
37547,"[91658, 38061, 54286, 4973]"
37551,"[5618, 5300, 7149, 51662]"
37554,"[4361, 2969, 4022, 4855]"
37556,"[57368, 1210, 3203, 49530]"
37559,"[1909, 6157, 2318, 108583]"
37571,"[595, 2140, 837, 590]"
37572,"[8665, 2395, 8364, 5617]"
37577,"[3160, 4011, 3253, 2167]"
37581,"[1416, 2571, 3949, 7254]"
37585,"[1080, 3753, 1394, 63082]"
37591,"[2808, 337, 6156, 2150]"
37594,"[68954, 66203, 104069, 81847]"
37600,"[60072, 1225, 72011, 60069]"
37604,"[1408, 30749, 26614, 2959]"
37618,"[5633, 1093, 4246, 4383]"
37619,"[84601, 745, 1203, 54997]"
37622,"[1200, 7090, 2019, 6807]"
37628,"[45672, 2329, 3977, 54648]"
37629,"[296, 356, 2020, 84944]"
37631,"[337, 1028, 4886, 3911]"
37636,"[1299, 2115, 68157, 2997]"
37638,"[96281, 6620, 8012, 27741]"
37640,"[49272, 8665, 2932, 541]"
37650,"[3168, 3062, 48738, 48342]"
37652,"[7153, 353, 8485, 8831]"
37654,"[6377, 59369, 33794, 5989]"
37660,"[5017, 80549, 7926, 77455]"
37662,"[2716, 4306, 780, 2028]"
37667,"[208, 67665, 76738, 4239]"
37678,"[1968, 2921, 2762, 1407]"
37681,"[4848, 2541, 5952, 1485]"
37687,"[6016, 6377, 1148, 4022]"
37689,"[480, 1527, 342, 3039]"
37690,"[64620, 8011, 1291, 3020]"
37691,"[76077, 61323, 1101, 54503]"
37692,"[3176, 1641, 99114, 106920]"
37694,"[1393, 31878, 5445, 2174]"
37697,"[86345, 86347, 595, 1013]"
37703,"[5464, 50, 63062, 527]"
37705,"[48, 8961, 596, 45517]"
37708,"[86882, 69604, 79357, 8950]"
37714,"[5418, 8644, 3175, 919]"
37716,"[96488, 6944, 97866, 47]"
37718,"[8961, 2571, 5989, 80463]"
37722,"[7762, 44195, 2918, 8607]"
37723,"[1200, 3039, 1036, 58559]"
37726,"[2321, 4308, 1148, 2918]"
37732,"[10, 1243, 8228, 53322]"
37734,"[1089, 1092, 3317, 924]"
37736,"[30825, 30803, 1588, 46965]"
37741,"[608, 3258, 924, 1079]"
37744,"[2420, 59369, 8492, 68157]"
37754,"[90376, 58803, 1216, 99007]"
37760,"[112370, 112556, 1198, 116823]"
37762,"[42632, 1265, 2594, 318]"
37765,"[153, 1197, 26614, 231]"
37770,"[4776, 2761, 866, 2000]"
37771,"[1944, 1617, 1293, 750]"
37781,"[63113, 5010, 1196, 6548]"
37804,"[3897, 1090, 32587, 1663]"
37805,"[48516, 32587, 364, 1198]"
37807,"[8949, 3994, 6333, 6502]"
37810,"[45720, 3578, 48516, 6]"
37814,"[71462, 7566, 2502, 39183]"
37822,"[30707, 4772, 7158, 40278]"
37823,"[112, 55820, 1653, 26294]"
37833,"[5418, 1214, 45517, 7254]"
37834,"[26614, 63082, 428, 3006]"
37837,"[6985, 6377, 7235, 2291]"
37838,"[27904, 8970, 1204, 1464]"
37851,"[4865, 41997, 5414, 1047]"
37857,"[6552, 592, 164, 7]"
37859,"[47099, 49530, 8970, 231]"
37872,"[5816, 4816, 31685, 58559]"
37882,"[1527, 56788, 318, 3052]"
37883,"[5222, 8807, 77846, 100383]"
37888,"[2330, 1244, 1732, 81845]"
37890,"[4720, 97225, 76093, 1350]"
37893,"[32, 6380, 78499, 608]"
37896,"[5139, 2572, 2021, 2011]"
37899,"[103688, 2395, 60069, 1527]"
37912,"[5952, 4993, 53322, 55820]"
37914,"[3435, 48043, 27020, 60950]"
37915,"[4306, 1203, 1748, 1214]"
37917,"[2176, 7153, 81932, 951]"
37935,"[5618, 1617, 1210, 60069]"
37936,"[7361, 4011, 51540, 3949]"
37939,"[3624, 4034, 1206, 2791]"
37941,"[969, 2395, 78499, 2302]"
37942,"[45720, 5152, 47518, 58047]"
37947,"[55094, 8485, 741, 27878]"
37956,"[86833, 5171, 7444, 141]"
37967,"[318, 785, 349, 1198]"
37969,"[1344, 3681, 1204, 7023]"
37980,"[593, 55247, 72011, 527]"
37984,"[1208, 594, 260, 1968]"
37999,"[553, 33166, 89774, 83270]"
38003,"[8665, 2762, 3868, 2628]"
38010,"[1, 5995, 8781, 1015]"
38020,"[329, 45722, 3082, 36535]"
38027,"[71464, 3147, 74532, 68358]"
38031,"[473, 32587, 55820, 2798]"
38033,"[50872, 3247, 733, 919]"
38040,"[1580, 3677, 59501, 5380]"
38054,"[8132, 1517, 1302, 3623]"
38059,"[923, 3510, 150, 8783]"
38061,"[733, 7844, 1197, 26606]"
38067,"[50872, 48738, 25850, 4973]"
38069,"[45081, 2810, 1396, 4878]"
38070,"[5480, 77233, 1954, 356]"
38073,"[2005, 6345, 1994, 6893]"
38077,"[6874, 2706, 163, 2959]"
38078,"[1257, 55247, 2571, 1215]"
38082,"[36529, 114662, 112171, 68358]"
38086,"[296, 32898, 2011, 58559]"
38094,"[6365, 4993, 1408, 2085]"
38096,"[188, 32587, 2692, 6893]"
38098,"[104, 96110, 4878, 2248]"
38103,"[48738, 1333, 172, 173]"
38107,"[1544, 2046, 1178, 2502]"
38108,"[60397, 40826, 2125, 350]"
38110,"[60904, 1265, 63082, 5010]"
38118,"[2712, 39427, 380, 1200]"
38119,"[31685, 48593, 5628, 59421]"
38125,"[5608, 55577, 96610, 44974]"
38127,"[49272, 109673, 110730, 88125]"
38128,"[457, 379, 6365, 110]"
38135,"[1097, 555, 1748, 903]"
38139,"[45720, 1059, 44555, 247]"
38148,"[6874, 1290, 2788, 7438]"
38150,"[49272, 2889, 7458, 34162]"
38156,"[34048, 6123, 8645, 34542]"
38157,"[97304, 5690, 56782, 4016]"
38159,"[5995, 2947, 3253, 30707]"
38160,"[4848, 2700, 1028, 90374]"
38165,"[1682, 3916, 1917, 5530]"
38170,"[1200, 5265, 4370, 3529]"
38171,"[5464, 8641, 39234, 58103]"
38184,"[1704, 115569, 81537, 104241]"
38191,"[71264, 6377, 4306, 69951]"
38194,"[4306, 1029, 4886, 81847]"
38198,"[8128, 1292, 87869, 2502]"
38199,"[3105, 1747, 1204, 89470]"
38200,"[5152, 101362, 3107, 116797]"
38201,"[33794, 1580, 34405, 44191]"
38203,"[224, 6874, 372, 349]"
38204,"[50872, 1296, 60950, 56367]"
38216,"[4306, 8874, 2023, 1199]"
38219,"[72720, 71304, 7022, 36535]"
38221,"[784, 27674, 40581, 43910]"
38222,"[2064, 2424, 508, 440]"
38225,"[337, 7323, 1245, 1527]"
38231,"[1968, 1961, 6539, 364]"
38233,"[7328, 1258, 1333, 903]"
38235,"[94864, 1206, 105844, 110]"
38240,"[26528, 2857, 588, 8368]"
38246,"[91529, 858, 1196, 68157]"
38249,"[8529, 8908, 5989, 51084]"
38251,"[1411, 40851, 7743, 5039]"
38252,"[42418, 72395, 260, 76093]"
38253,"[1704, 780, 3148, 60069]"
38260,"[26729, 3101, 49822, 1959]"
38261,"[3152, 593, 3365, 1375]"
38264,"[104841, 72378, 111659, 2692]"
38265,"[34048, 2403, 780, 173]"
38273,"[34048, 1, 8665, 59369]"
38278,"[1704, 455, 8132, 6863]"
38279,"[4993, 6874, 8957, 6503]"
38282,"[34072, 290, 2387, 2398]"
38289,"[2644, 2036, 318, 2287]"
38291,"[46976, 6874, 63876, 7438]"
38293,"[6016, 1961, 4235, 1247]"
38294,"[8874, 38499, 56333, 8910]"
38296,"[2144, 1270, 3702, 1127]"
38299,"[1208, 65465, 1198, 593]"
38302,"[6874, 4642, 3499, 5881]"
38304,"[2762, 1909, 5445, 67255]"
38315,"[2145, 1089, 3107, 223]"
38319,"[104241, 79132, 7293, 33646]"
38331,"[2672, 7361, 6333, 8961]"
38335,"[1810, 1653, 3524, 57669]"
38340,"[8459, 2203, 1230, 40819]"
38347,"[7669, 1036, 70293, 71462]"
38354,"[54256, 2355, 68358, 94959]"
38357,"[7482, 35836, 60069, 56367]"
38365,"[1968, 2908, 1997, 1215]"
38372,"[32587, 3535, 4979, 1103]"
38379,"[79091, 107141, 89774, 106487]"
38381,"[4954, 1291, 61132, 6870]"
38383,"[4025, 104374, 55118, 104879]"
38386,"[318, 76210, 88125, 49286]"
38396,"[6939, 45668, 65230, 1263]"
38398,"[57274, 54995, 57526, 4223]"
38406,"[1073, 1179, 457, 8961]"
38408,"[376, 45722, 2396, 66198]"
38411,"[1193, 1682, 196, 3863]"
38412,"[8784, 1917, 1198, 64839]"
38413,"[592, 457, 356, 4022]"
38420,"[74458, 2291, 780, 72998]"
38429,"[5349, 3677, 4878, 5791]"
38430,"[96728, 50685, 1374, 100383]"
38431,"[4306, 1196, 36, 2628]"
38435,"[3105, 7323, 380, 661]"
38436,"[5617, 40723, 34437, 40414]"
38443,"[1265, 293, 51255, 543]"
38455,"[94864, 74795, 541, 1240]"
38463,"[84954, 5530, 76093, 5617]"
38464,"[46723, 38294, 1198, 33679]"
38470,"[3448, 4041, 1198, 4246]"
38479,"[4027, 260, 81845, 2502]"
38484,"[3359, 50, 2692, 2231]"
38487,"[1272, 593, 1196, 3037]"
38492,"[2761, 2, 1258, 4973]"
38501,"[2762, 45722, 2378, 2329]"
38502,"[2712, 1203, 904, 367]"
38503,"[33794, 3948, 589, 3527]"
38516,"[2712, 3986, 2139, 924]"
38531,"[32289, 42738, 742, 3113]"
38534,"[296, 4546, 53123, 55820]"
38538,"[648, 344, 7899, 2301]"
38546,"[56921, 2993, 69844, 5445]"
38547,"[4426, 3966, 7070, 2391]"
38557,"[2716, 56949, 69253, 81847]"
38566,"[1221, 1304, 6773, 1846]"
38574,"[32296, 46865, 2858, 34162]"
38580,"[1225, 5954, 2710, 3967]"
38581,"[3104, 4235, 51540, 1213]"
38587,"[60979, 180, 3868, 47]"
38600,"[1961, 6373, 4901, 74553]"
38605,"[1232, 4658, 2916, 1320]"
38607,"[96610, 79091, 96821, 2502]"
38615,"[90430, 73017, 912, 4878]"
38622,"[61132, 59315, 1196, 66297]"
38630,"[106920, 1148, 3285, 113573]"
38642,"[2797, 69757, 67734, 33639]"
38644,"[8529, 2291, 4148, 3863]"
38655,"[79824, 741, 89260, 6709]"
38657,"[79139, 2571, 2268, 7373]"
38663,"[66665, 4978, 50274, 60647]"
38669,"[8042, 4036, 5444, 7983]"
38670,"[91529, 6378, 81845, 47950]"
38671,"[1394, 27619, 6365, 1214]"
38673,"[87232, 110553, 50804, 111759]"
38681,"[55232, 1291, 597, 1590]"
38687,"[8404, 2716, 1086, 95]"
38689,"[3176, 1777, 46976, 6287]"
38695,"[53993, 88140, 1717, 4974]"
38696,"[56171, 4306, 539, 54286]"
38711,"[1344, 2529, 4006, 1343]"
38717,"[3000, 1201, 2009, 3967]"
38719,"[440, 6377, 7090, 231]"
38720,"[1952, 43917, 8376, 26527]"
38721,"[1270, 1387, 41566, 1527]"
38725,"[4857, 1196, 50685, 3996]"
38729,"[3793, 90866, 6323, 44191]"
38730,"[3505, 91658, 1148, 68159]"
38741,"[90057, 102194, 54997, 2959]"
38746,"[154, 6787, 1206, 2019]"
38747,"[914, 79132, 2918, 81591]"
38756,"[39292, 86332, 68358, 87232]"
38760,"[4641, 44195, 41997, 2951]"
38762,"[1682, 34405, 260, 1036]"
38763,"[2012, 44555, 1220, 4638]"
38765,"[3529, 1963, 3996, 382]"
38773,"[1042, 72395, 46723, 65230]"
38778,"[2808, 2571, 3045, 318]"
38784,"[8128, 1907, 2396, 6711]"
38787,"[105211, 55820, 109374, 109487]"
38791,"[5291, 53972, 3030, 54503]"
